Area_1;Area_2;Dirt;B_cells;CD4;CD8;epithelial;LP;lymphocytes;macrophages;monocytes;muscular;epithel_prolif;strong_infiltrate;T_cells;Tregs;B_cells_2;T_cells_2;Monocytes_2;Macrophages_2
2539;3303;;;;;12621;1810;5788;;;6253;;;;;;;;
2540;3309;;;;;12622;1812;5791;;;6258;;;;;;;;
2541;3314;;;;;12625;1813;5792;;;6263;;;;;;;;
2544;3315;;;;;12626;1815;5794;;;6267;;;;;;;;
2546;3316;;;;;12629;1816;5795;;;6268;;;;;;;;
2547;3317;;;;;12630;1818;5796;;;6270;;;;;;;;
2548;3322;;;;;12632;1819;5797;;;6272;;;;;;;;
2552;3323;;;;;12634;1820;5810;;;6273;;;;;;;;
2553;3324;;;;;12635;1821;5818;;;6274;;;;;;;;
2554;3325;;;;;12636;1822;5820;;;6283;;;;;;;;
2555;3328;;;;;12642;1823;5821;;;6288;;;;;;;;
2556;3329;;;;;12643;1824;5836;;;6289;;;;;;;;
2557;3330;;;;;12652;1825;5838;;;6290;;;;;;;;
2563;3332;;;;;12656;1826;5839;;;6291;;;;;;;;
2564;3342;;;;;12657;1827;5844;;;6294;;;;;;;;
2568;3343;;;;;12658;1829;5845;;;6299;;;;;;;;
2569;3344;;;;;12659;1830;5849;;;6306;;;;;;;;
2570;3345;;;;;12660;1831;5850;;;6307;;;;;;;;
2571;3350;;;;;12661;1832;5853;;;6313;;;;;;;;
2572;3351;;;;;12664;1834;5859;;;6314;;;;;;;;
2576;3354;;;;;12665;1835;5863;;;6316;;;;;;;;
2577;3358;;;;;12670;1836;5868;;;6317;;;;;;;;
2578;3359;;;;;12671;1837;5872;;;6318;;;;;;;;
2579;3362;;;;;12673;1838;5874;;;6321;;;;;;;;
2583;3366;;;;;12675;1839;5875;;;6322;;;;;;;;
2584;3367;;;;;12676;1840;5876;;;6327;;;;;;;;
2585;3368;;;;;12678;1841;5880;;;6332;;;;;;;;
2586;3369;;;;;12680;1842;5901;;;6334;;;;;;;;
2588;3376;;;;;12681;1843;5912;;;6340;;;;;;;;
2589;3377;;;;;12684;1845;5914;;;6342;;;;;;;;
2590;3378;;;;;12685;1846;5915;;;6343;;;;;;;;
2592;3379;;;;;12687;1847;5919;;;6344;;;;;;;;
2593;3383;;;;;12689;1848;5921;;;6345;;;;;;;;
2594;3384;;;;;12690;1849;5928;;;6348;;;;;;;;
2595;3385;;;;;12693;1852;5934;;;6350;;;;;;;;
2600;3388;;;;;12695;1853;5935;;;6351;;;;;;;;
2601;3389;;;;;12696;1854;5939;;;6360;;;;;;;;
2602;3392;;;;;12698;1856;5948;;;6369;;;;;;;;
2603;3393;;;;;12699;1857;5949;;;6372;;;;;;;;
2607;3400;;;;;12700;1859;5950;;;6377;;;;;;;;
2608;3403;;;;;12702;1860;5952;;;6381;;;;;;;;
2609;3404;;;;;12703;1862;5954;;;6385;;;;;;;;
2610;3405;;;;;12704;1863;5961;;;6388;;;;;;;;
2613;3406;;;;;12705;1865;5967;;;6391;;;;;;;;
2614;3411;;;;;12706;1866;5979;;;6392;;;;;;;;
2615;3416;;;;;12707;1868;5983;;;6393;;;;;;;;
2618;3417;;;;;12708;1869;5987;;;6399;;;;;;;;
2619;3420;;;;;12709;1872;5988;;;6401;;;;;;;;
2620;3427;;;;;12710;1873;5989;;;6402;;;;;;;;
2625;3431;;;;;12711;1874;5990;;;6404;;;;;;;;
2626;3436;;;;;12712;1875;5995;;;6407;;;;;;;;
2627;3439;;;;;12713;1877;6008;;;6409;;;;;;;;
2628;3440;;;;;12714;1878;6013;;;6414;;;;;;;;
2632;3446;;;;;12716;1879;6019;;;6417;;;;;;;;
2633;3449;;;;;12717;1880;6023;;;6424;;;;;;;;
2635;3457;;;;;12718;1881;6026;;;6427;;;;;;;;
2636;3460;;;;;12719;1882;6028;;;6429;;;;;;;;
2637;3461;;;;;12720;1883;6030;;;6430;;;;;;;;
2638;3462;;;;;12721;1884;6048;;;6436;;;;;;;;
2640;3463;;;;;12722;1885;6057;;;6439;;;;;;;;
2641;3464;;;;;12723;1886;6064;;;6444;;;;;;;;
2642;3471;;;;;12724;1887;6069;;;6445;;;;;;;;
2643;3472;;;;;12725;1888;6073;;;6446;;;;;;;;
2644;3473;;;;;12726;1889;6075;;;6447;;;;;;;;
2645;3474;;;;;12727;1890;6076;;;6451;;;;;;;;
2646;3480;;;;;12733;1891;6080;;;6453;;;;;;;;
2647;3481;;;;;12734;1892;6084;;;6461;;;;;;;;
2648;3482;;;;;12735;1893;6098;;;6462;;;;;;;;
2649;3486;;;;;12736;1894;6099;;;6463;;;;;;;;
2650;3487;;;;;12737;1895;6105;;;6464;;;;;;;;
2651;3491;;;;;12738;1898;6110;;;6466;;;;;;;;
2652;3496;;;;;12739;1899;6113;;;6481;;;;;;;;
2653;3497;;;;;12740;1900;6119;;;6484;;;;;;;;
2654;3498;;;;;12742;1901;6125;;;6487;;;;;;;;
2655;3500;;;;;12743;1902;6144;;;6488;;;;;;;;
2656;3501;;;;;12744;1903;6145;;;6496;;;;;;;;
2659;3508;;;;;12745;1904;6146;;;6504;;;;;;;;
2660;3509;;;;;12746;1905;6149;;;6507;;;;;;;;
2661;3511;;;;;12747;1906;6158;;;6510;;;;;;;;
2662;3512;;;;;12748;1907;6166;;;6512;;;;;;;;
2663;3513;;;;;12749;1908;6170;;;6517;;;;;;;;
2666;3520;;;;;12751;1909;6171;;;6518;;;;;;;;
2669;3521;;;;;12752;1910;6174;;;6519;;;;;;;;
2670;3525;;;;;12754;1911;6181;;;6523;;;;;;;;
2671;3526;;;;;12757;1912;6185;;;6524;;;;;;;;
2672;3527;;;;;12758;1913;6192;;;6529;;;;;;;;
2677;3528;;;;;12759;1914;6208;;;6530;;;;;;;;
2678;3529;;;;;12760;1915;6211;;;6532;;;;;;;;
2679;3531;;;;;12761;1917;6216;;;6533;;;;;;;;
2681;3532;;;;;12762;1918;6221;;;6537;;;;;;;;
2682;3533;;;;;12765;1919;6222;;;6538;;;;;;;;
2683;3534;;;;;12766;1920;6232;;;6542;;;;;;;;
2684;3539;;;;;12768;1921;6234;;;6550;;;;;;;;
2686;3549;;;;;12769;1923;6235;;;6553;;;;;;;;
2687;3558;;;;;12772;1924;6238;;;6556;;;;;;;;
2688;3563;;;;;12773;1925;6240;;;6557;;;;;;;;
2691;3564;;;;;12774;1926;6246;;;6563;;;;;;;;
2692;3567;;;;;12775;1928;6249;;;6569;;;;;;;;
2693;3568;;;;;12776;1930;6250;;;6574;;;;;;;;
2696;3569;;;;;12777;1931;6255;;;6575;;;;;;;;
2697;3572;;;;;12779;1933;6256;;;6578;;;;;;;;
2698;3575;;;;;12780;1935;6257;;;6581;;;;;;;;
2700;3576;;;;;12781;1936;6264;;;6590;;;;;;;;
2701;3580;;;;;12782;1937;6265;;;6591;;;;;;;;
2702;3583;;;;;12784;1938;6266;;;6595;;;;;;;;
2703;3584;;;;;12785;1940;6275;;;6596;;;;;;;;
2704;3585;;;;;12790;1941;6280;;;6599;;;;;;;;
2707;3589;;;;;12791;1943;6282;;;6610;;;;;;;;
2708;3590;;;;;12792;1944;6284;;;6613;;;;;;;;
2709;3591;;;;;12795;1945;6296;;;6614;;;;;;;;
2711;3594;;;;;12796;1946;6297;;;6615;;;;;;;;
2712;3595;;;;;12797;1947;6304;;;6617;;;;;;;;
2713;3600;;;;;12799;1948;6308;;;6619;;;;;;;;
2714;3601;;;;;12801;1949;6312;;;6621;;;;;;;;
2715;3602;;;;;12806;1950;6328;;;6627;;;;;;;;
2716;3605;;;;;12807;1951;6338;;;6628;;;;;;;;
2717;3606;;;;;12808;1952;6339;;;6632;;;;;;;;
2718;3607;;;;;12809;1953;6341;;;6634;;;;;;;;
2719;3609;;;;;12810;1955;6358;;;6635;;;;;;;;
2720;3610;;;;;12811;1956;6367;;;6648;;;;;;;;
2723;3611;;;;;12812;1957;6368;;;6650;;;;;;;;
2724;3612;;;;;12814;1960;6371;;;6658;;;;;;;;
2725;3613;;;;;12815;1961;6373;;;6663;;;;;;;;
2728;3616;;;;;12817;1962;6375;;;6665;;;;;;;;
2731;3617;;;;;12818;1964;6376;;;6669;;;;;;;;
2732;3618;;;;;12819;1965;6384;;;6671;;;;;;;;
2733;3619;;;;;12821;1966;6396;;;6676;;;;;;;;
2734;3623;;;;;12822;1967;6403;;;6680;;;;;;;;
2736;3624;;;;;12823;1969;6411;;;6686;;;;;;;;
2737;3628;;;;;12824;1972;6412;;;6692;;;;;;;;
2738;3629;;;;;12825;1973;6416;;;6694;;;;;;;;
2739;3631;;;;;12829;1974;6418;;;6700;;;;;;;;
2742;3636;;;;;12834;1975;6423;;;6701;;;;;;;;
2743;3637;;;;;12835;1977;6435;;;6704;;;;;;;;
2747;3641;;;;;12836;1978;6438;;;6708;;;;;;;;
2748;3642;;;;;12837;1979;6440;;;6717;;;;;;;;
2751;3646;;;;;12838;1980;6452;;;6722;;;;;;;;
2752;3650;;;;;12840;1981;6454;;;6728;;;;;;;;
2753;3655;;;;;12841;1982;6455;;;6737;;;;;;;;
2754;3656;;;;;12842;1983;6456;;;6742;;;;;;;;
2756;3658;;;;;12843;1984;6458;;;6751;;;;;;;;
2757;3659;;;;;12845;1985;6467;;;6753;;;;;;;;
2758;3663;;;;;12846;1987;6482;;;6754;;;;;;;;
2763;3664;;;;;12848;1988;6494;;;6765;;;;;;;;
2764;3667;;;;;12850;1989;6495;;;6767;;;;;;;;
2765;3668;;;;;12851;1990;6499;;;6769;;;;;;;;
2766;3670;;;;;12852;1991;6500;;;6770;;;;;;;;
2767;3671;;;;;12853;1992;6501;;;6771;;;;;;;;
2768;3674;;;;;12855;1993;6526;;;6779;;;;;;;;
2769;3676;;;;;12860;1994;6527;;;6782;;;;;;;;
2770;3680;;;;;12864;1995;6531;;;6791;;;;;;;;
2771;3682;;;;;12865;1996;6547;;;6798;;;;;;;;
2772;3686;;;;;12867;1997;6555;;;6801;;;;;;;;
2773;3687;;;;;12869;1998;6562;;;6811;;;;;;;;
2774;3688;;;;;12870;1999;6564;;;6818;;;;;;;;
2775;3689;;;;;12872;2000;6565;;;6822;;;;;;;;
2777;3690;;;;;12873;2001;6567;;;6825;;;;;;;;
2778;3691;;;;;12877;2002;6582;;;6827;;;;;;;;
2779;3695;;;;;12878;2003;6584;;;6832;;;;;;;;
2780;3696;;;;;12879;2005;6588;;;6836;;;;;;;;
2781;3697;;;;;12881;2006;6594;;;6847;;;;;;;;
2782;3698;;;;;12882;2007;6601;;;6853;;;;;;;;
2784;3700;;;;;12883;2008;6602;;;6854;;;;;;;;
2788;3701;;;;;12884;2009;6612;;;6860;;;;;;;;
2789;3706;;;;;12885;2012;6633;;;6861;;;;;;;;
2790;3707;;;;;12888;2014;6638;;;6863;;;;;;;;
2791;3708;;;;;12889;2015;6640;;;6877;;;;;;;;
2797;3711;;;;;12891;2016;6649;;;6881;;;;;;;;
2798;3716;;;;;12892;2017;6651;;;6890;;;;;;;;
2799;3717;;;;;12893;2018;6654;;;6894;;;;;;;;
2800;3723;;;;;12894;2019;6657;;;6899;;;;;;;;
2802;3726;;;;;12895;2021;6666;;;6902;;;;;;;;
2803;3728;;;;;12896;2022;6667;;;6905;;;;;;;;
2806;3729;;;;;12898;2024;6683;;;6906;;;;;;;;
2807;3730;;;;;12899;2025;6685;;;6909;;;;;;;;
2808;3731;;;;;12901;2026;6695;;;6912;;;;;;;;
2811;3736;;;;;12902;2027;6699;;;6913;;;;;;;;
2812;3737;;;;;12904;2028;6706;;;6914;;;;;;;;
2813;3740;;;;;12905;2029;6709;;;6922;;;;;;;;
2815;3741;;;;;12906;2030;6711;;;6925;;;;;;;;
2816;3742;;;;;12908;2031;6721;;;6928;;;;;;;;
2817;3747;;;;;12911;2033;6725;;;6940;;;;;;;;
2818;3748;;;;;12913;2034;6726;;;6942;;;;;;;;
2819;3749;;;;;12914;2035;6731;;;6944;;;;;;;;
2820;3754;;;;;12915;2036;6732;;;6946;;;;;;;;
2821;3755;;;;;12916;2037;6734;;;6953;;;;;;;;
2823;3760;;;;;12917;2038;6738;;;6958;;;;;;;;
2825;3761;;;;;12918;2039;6739;;;6963;;;;;;;;
2826;3766;;;;;12919;2040;6741;;;6966;;;;;;;;
2827;3767;;;;;12921;2041;6746;;;6968;;;;;;;;
2831;3768;;;;;12922;2043;6752;;;6969;;;;;;;;
2832;3770;;;;;12923;2044;6757;;;6972;;;;;;;;
2833;3773;;;;;12924;2045;6763;;;6973;;;;;;;;
2834;3778;;;;;12925;2046;6766;;;6978;;;;;;;;
2835;3779;;;;;12927;2047;6780;;;6993;;;;;;;;
2836;3782;;;;;12928;2048;6785;;;6994;;;;;;;;
2840;3783;;;;;12929;2049;6788;;;6999;;;;;;;;
2841;3784;;;;;12931;2050;6792;;;7003;;;;;;;;
2842;3789;;;;;12933;2051;6793;;;7012;;;;;;;;
2844;3793;;;;;12934;2052;6803;;;7013;;;;;;;;
2845;3794;;;;;12935;2053;6805;;;7018;;;;;;;;
2846;3797;;;;;12936;2054;6817;;;7019;;;;;;;;
2847;3798;;;;;12937;2055;6819;;;7027;;;;;;;;
2848;3801;;;;;12938;2056;6820;;;7028;;;;;;;;
2850;3802;;;;;12939;2057;6823;;;7033;;;;;;;;
2851;3805;;;;;12942;2059;6824;;;7039;;;;;;;;
2852;3806;;;;;12943;2060;6826;;;7043;;;;;;;;
2853;3807;;;;;12946;2061;6829;;;7047;;;;;;;;
2855;3808;;;;;12947;2062;6839;;;7049;;;;;;;;
2856;3810;;;;;12948;2063;6840;;;7053;;;;;;;;
2857;3811;;;;;12949;2064;6841;;;7057;;;;;;;;
2858;3812;;;;;12953;2065;6843;;;7063;;;;;;;;
2859;3816;;;;;12954;2066;6845;;;7070;;;;;;;;
2860;3823;;;;;12955;2067;6846;;;7076;;;;;;;;
2861;3824;;;;;12956;2070;6855;;;7078;;;;;;;;
2862;3825;;;;;12957;2071;6857;;;7082;;;;;;;;
2870;3826;;;;;12958;2073;6858;;;7084;;;;;;;;
2871;3827;;;;;12959;2074;6859;;;7086;;;;;;;;
2872;3833;;;;;12960;2075;6865;;;7090;;;;;;;;
2873;3836;;;;;12961;2076;6869;;;7092;;;;;;;;
2874;3837;;;;;12962;2077;6870;;;7094;;;;;;;;
2875;3838;;;;;12964;2078;6874;;;7095;;;;;;;;
2876;3841;;;;;12965;2080;6882;;;7096;;;;;;;;
2882;3843;;;;;12968;2081;6887;;;7099;;;;;;;;
2883;3845;;;;;12969;2082;6892;;;7107;;;;;;;;
2884;3846;;;;;12970;2084;6895;;;7108;;;;;;;;
2885;3848;;;;;12971;2089;6896;;;7110;;;;;;;;
2888;3849;;;;;12972;2091;6900;;;7112;;;;;;;;
2892;3852;;;;;12973;2092;6903;;;7114;;;;;;;;
2899;3853;;;;;12975;2094;6910;;;7116;;;;;;;;
2900;3856;;;;;12977;2095;6915;;;7117;;;;;;;;
2901;3860;;;;;12978;2097;6921;;;7120;;;;;;;;
2902;3866;;;;;12980;2098;6923;;;7122;;;;;;;;
2906;3867;;;;;12981;2099;6927;;;7124;;;;;;;;
2907;3868;;;;;12982;2100;6939;;;7129;;;;;;;;
2908;3872;;;;;12986;2101;6941;;;7134;;;;;;;;
2909;3877;;;;;12988;2102;6948;;;7139;;;;;;;;
2910;3882;;;;;12990;2103;6949;;;7141;;;;;;;;
2911;3883;;;;;12991;2104;6957;;;7145;;;;;;;;
2913;3884;;;;;12992;2105;6962;;;7147;;;;;;;;
2914;3888;;;;;12993;2107;6975;;;7152;;;;;;;;
2915;3898;;;;;12994;2108;6979;;;7153;;;;;;;;
2917;3899;;;;;12995;2109;6985;;;7154;;;;;;;;
2918;3907;;;;;12996;2110;6987;;;7156;;;;;;;;
2922;3908;;;;;12997;2111;6991;;;7169;;;;;;;;
2923;3913;;;;;12998;2112;6992;;;7175;;;;;;;;
2924;3914;;;;;12999;2113;6996;;;7176;;;;;;;;
2925;3918;;;;;13000;2114;6998;;;7177;;;;;;;;
2926;3919;;;;;13001;2116;7000;;;7181;;;;;;;;
2927;3920;;;;;13002;2118;7004;;;7182;;;;;;;;
2928;3925;;;;;13003;2119;7007;;;7187;;;;;;;;
2929;3929;;;;;13005;2120;7008;;;7192;;;;;;;;
2930;3930;;;;;13006;2121;7009;;;7194;;;;;;;;
2933;3940;;;;;13007;2122;7011;;;7195;;;;;;;;
2934;3943;;;;;13009;2123;7014;;;7196;;;;;;;;
2935;3944;;;;;13010;2124;7015;;;7197;;;;;;;;
2936;3946;;;;;13011;2127;7024;;;7202;;;;;;;;
2937;3947;;;;;13013;2128;7034;;;7204;;;;;;;;
2941;3948;;;;;13014;2129;7035;;;7210;;;;;;;;
2943;3949;;;;;13015;2130;7046;;;7211;;;;;;;;
2944;3950;;;;;13017;2133;7050;;;7214;;;;;;;;
2945;3953;;;;;13018;2137;7060;;;7217;;;;;;;;
2949;3954;;;;;13020;2138;7061;;;7221;;;;;;;;
2951;3955;;;;;13022;2139;7062;;;7222;;;;;;;;
2955;3958;;;;;13024;2140;7064;;;7223;;;;;;;;
2956;3964;;;;;13025;2141;7069;;;7243;;;;;;;;
2957;3970;;;;;13028;2143;7071;;;7244;;;;;;;;
2959;3971;;;;;13029;2144;7072;;;7247;;;;;;;;
2960;3975;;;;;13031;2145;7074;;;7259;;;;;;;;
2962;3976;;;;;13032;2146;7079;;;7260;;;;;;;;
2963;3980;;;;;13033;2147;7080;;;7262;;;;;;;;
2964;3983;;;;;13036;2148;7083;;;7263;;;;;;;;
2965;3984;;;;;13037;2149;7088;;;7265;;;;;;;;
2967;3985;;;;;13038;2150;7098;;;7269;;;;;;;;
2968;3992;;;;;13040;2152;7104;;;7273;;;;;;;;
2970;3993;;;;;13041;2153;7113;;;7274;;;;;;;;
2973;3997;;;;;13042;2154;7115;;;7278;;;;;;;;
2974;3998;;;;;13043;2157;7119;;;7287;;;;;;;;
2975;3999;;;;;13044;2159;7125;;;7294;;;;;;;;
2976;4003;;;;;13045;2160;7136;;;7297;;;;;;;;
2977;4004;;;;;13046;2161;7137;;;7299;;;;;;;;
2978;4005;;;;;13049;2162;7146;;;7300;;;;;;;;
2979;4010;;;;;13050;2163;7158;;;7304;;;;;;;;
2980;4011;;;;;13052;2164;7167;;;7307;;;;;;;;
2981;4014;;;;;13055;2165;7170;;;7313;;;;;;;;
2982;4015;;;;;13056;2166;7174;;;7314;;;;;;;;
2984;4019;;;;;13058;2167;7179;;;7315;;;;;;;;
2985;4020;;;;;13059;2168;7180;;;7316;;;;;;;;
2986;4021;;;;;13060;2169;7183;;;7318;;;;;;;;
2987;4025;;;;;13061;2170;7191;;;7326;;;;;;;;
2988;4026;;;;;13062;2171;7193;;;7327;;;;;;;;
2989;4027;;;;;13063;2172;7201;;;7337;;;;;;;;
2991;4033;;;;;13064;2174;7206;;;7344;;;;;;;;
2992;4034;;;;;13065;2175;7212;;;7349;;;;;;;;
2994;4038;;;;;13067;2176;7215;;;7350;;;;;;;;
2995;4044;;;;;13068;2177;7228;;;7356;;;;;;;;
2997;4045;;;;;13070;2178;7231;;;7367;;;;;;;;
2999;4046;;;;;13071;2179;7237;;;7371;;;;;;;;
3000;4047;;;;;13073;2180;7241;;;7372;;;;;;;;
3001;4048;;;;;13074;2181;7251;;;7376;;;;;;;;
3002;4049;;;;;13075;2182;7252;;;7380;;;;;;;;
3005;4051;;;;;13077;2183;7253;;;7382;;;;;;;;
3006;4054;;;;;13078;2184;7254;;;7384;;;;;;;;
3007;4055;;;;;13081;2185;7256;;;7385;;;;;;;;
3010;4059;;;;;13082;2186;7257;;;7387;;;;;;;;
3011;4060;;;;;13084;2189;7272;;;7388;;;;;;;;
3012;4064;;;;;13085;2190;7279;;;7390;;;;;;;;
3013;4065;;;;;13086;2191;7282;;;7396;;;;;;;;
3015;4070;;;;;13087;2192;7283;;;7402;;;;;;;;
3016;4074;;;;;13088;2193;7285;;;7426;;;;;;;;
3017;4079;;;;;13089;2195;7289;;;7433;;;;;;;;
3018;4080;;;;;13090;2196;7292;;;7434;;;;;;;;
3019;4084;;;;;13091;2197;7296;;;7438;;;;;;;;
3020;4085;;;;;13092;2198;7303;;;7444;;;;;;;;
3021;4089;;;;;13094;2201;7305;;;7445;;;;;;;;
3022;4090;;;;;13096;2202;7306;;;7450;;;;;;;;
3023;4091;;;;;13098;2203;7308;;;7457;;;;;;;;
3024;4095;;;;;13099;2204;7320;;;7468;;;;;;;;
3025;4101;;;;;13100;2206;7321;;;7471;;;;;;;;
3027;4102;;;;;13104;2207;7333;;;7477;;;;;;;;
3028;4103;;;;;13107;2208;7335;;;7478;;;;;;;;
3029;4107;;;;;13108;2210;7348;;;7479;;;;;;;;
3031;4108;;;;;13109;2211;7352;;;7481;;;;;;;;
3032;4109;;;;;13110;2212;7357;;;7484;;;;;;;;
3033;4112;;;;;13112;2213;7358;;;7497;;;;;;;;
3034;4113;;;;;13113;2214;7361;;;7500;;;;;;;;
3035;4114;;;;;13114;2215;7377;;;7503;;;;;;;;
3036;4128;;;;;13115;2216;7378;;;7506;;;;;;;;
3039;4129;;;;;13117;2217;7379;;;7507;;;;;;;;
3040;4133;;;;;13118;2218;7389;;;7509;;;;;;;;
3041;4134;;;;;13119;2219;7391;;;7510;;;;;;;;
3042;4140;;;;;13120;2221;7394;;;7515;;;;;;;;
3044;4141;;;;;13121;2222;7403;;;7518;;;;;;;;
3045;4142;;;;;13122;2223;7407;;;7520;;;;;;;;
3046;4143;;;;;13123;2224;7412;;;7527;;;;;;;;
3047;4144;;;;;13125;2225;7414;;;7532;;;;;;;;
3048;4146;;;;;13128;2226;7416;;;7545;;;;;;;;
3049;4147;;;;;13129;2227;7417;;;7546;;;;;;;;
3051;4148;;;;;13131;2228;7418;;;7556;;;;;;;;
3052;4164;;;;;13132;2230;7420;;;7560;;;;;;;;
3053;4165;;;;;13133;2231;7422;;;7562;;;;;;;;
3054;4166;;;;;13135;2232;7423;;;7565;;;;;;;;
3055;4167;;;;;13136;2233;7432;;;7575;;;;;;;;
3056;4168;;;;;13138;2234;7446;;;7579;;;;;;;;
3057;4170;;;;;13139;2235;7447;;;7580;;;;;;;;
3058;4171;;;;;13141;2236;7461;;;7601;;;;;;;;
3059;4172;;;;;13142;2237;7463;;;7606;;;;;;;;
3060;4175;;;;;13143;2239;7466;;;7607;;;;;;;;
3066;4176;;;;;13144;2240;7474;;;7608;;;;;;;;
3067;4177;;;;;13146;2241;7475;;;7609;;;;;;;;
3069;4183;;;;;13147;2242;7489;;;7613;;;;;;;;
3070;4188;;;;;13148;2243;7491;;;7634;;;;;;;;
3071;4189;;;;;13149;2244;7492;;;7635;;;;;;;;
3072;4190;;;;;13150;2245;7493;;;7637;;;;;;;;
3074;4191;;;;;13152;2246;7494;;;7640;;;;;;;;
3076;4194;;;;;13153;2247;7502;;;7641;;;;;;;;
3077;4195;;;;;13155;2248;7504;;;7644;;;;;;;;
3078;4199;;;;;13156;2249;7505;;;7649;;;;;;;;
3079;4200;;;;;13157;2251;7523;;;7656;;;;;;;;
3081;4204;;;;;13160;2252;7526;;;7666;;;;;;;;
3082;4205;;;;;13161;2253;7530;;;7671;;;;;;;;
3083;4206;;;;;13162;2255;7531;;;7672;;;;;;;;
3084;4207;;;;;13163;2257;7535;;;7679;;;;;;;;
3085;4211;;;;;13164;2258;7540;;;7680;;;;;;;;
3086;4217;;;;;13165;2259;7541;;;7687;;;;;;;;
3087;4222;;;;;13166;2260;7544;;;7688;;;;;;;;
3088;4223;;;;;13167;2261;7548;;;7701;;;;;;;;
3089;4226;;;;;13170;2262;7551;;;7702;;;;;;;;
3090;4227;;;;;13171;2263;7552;;;7706;;;;;;;;
3091;4228;;;;;13174;2264;7553;;;7708;;;;;;;;
3094;4235;;;;;13176;2265;7557;;;7711;;;;;;;;
3095;4236;;;;;13177;2266;7567;;;7713;;;;;;;;
3096;4237;;;;;13178;2267;7568;;;7716;;;;;;;;
3097;4238;;;;;13179;2272;7569;;;7717;;;;;;;;
3098;4239;;;;;13180;2275;7576;;;7725;;;;;;;;
3099;4243;;;;;13181;2277;7578;;;7727;;;;;;;;
3101;4244;;;;;13182;2278;7581;;;7733;;;;;;;;
3102;4250;;;;;13183;2279;7582;;;7734;;;;;;;;
3104;4251;;;;;13184;2282;7584;;;7735;;;;;;;;
3105;4252;;;;;13185;2283;7587;;;7749;;;;;;;;
3106;4256;;;;;13186;2284;7589;;;7752;;;;;;;;
3107;4257;;;;;13189;2285;7591;;;7755;;;;;;;;
3110;4263;;;;;13191;2286;7595;;;7764;;;;;;;;
3111;4264;;;;;13192;2287;7596;;;7767;;;;;;;;
3112;4265;;;;;13193;2288;7604;;;7770;;;;;;;;
3113;4269;;;;;13194;2289;7610;;;7772;;;;;;;;
3114;4273;;;;;13195;2290;7614;;;7776;;;;;;;;
3119;4274;;;;;13196;2291;7615;;;7777;;;;;;;;
3120;4275;;;;;13197;2292;7616;;;7781;;;;;;;;
3121;4276;;;;;13198;2293;7617;;;7784;;;;;;;;
3122;4279;;;;;13201;2294;7621;;;7785;;;;;;;;
3124;4280;;;;;13202;2295;7622;;;7786;;;;;;;;
3125;4281;;;;;13204;2296;7624;;;7794;;;;;;;;
3126;4282;;;;;13206;2297;7631;;;7795;;;;;;;;
3130;4283;;;;;13208;2300;7632;;;7800;;;;;;;;
3131;4284;;;;;13209;2301;7633;;;7804;;;;;;;;
3132;4288;;;;;13210;2302;7642;;;7805;;;;;;;;
3133;4291;;;;;13211;2303;7650;;;7806;;;;;;;;
3134;4292;;;;;13212;2304;7659;;;7808;;;;;;;;
3136;4295;;;;;13214;2305;7660;;;7809;;;;;;;;
3137;4299;;;;;13215;2306;7662;;;7810;;;;;;;;
3139;4303;;;;;13216;2307;7667;;;7811;;;;;;;;
3140;4304;;;;;13220;2309;7668;;;7812;;;;;;;;
3141;4305;;;;;13223;2310;7669;;;7818;;;;;;;;
3142;4313;;;;;13226;2311;7670;;;7820;;;;;;;;
3143;4314;;;;;13227;2313;7674;;;7825;;;;;;;;
3144;4315;;;;;13229;2314;7678;;;7832;;;;;;;;
3146;4316;;;;;13230;2316;7689;;;7839;;;;;;;;
3147;4317;;;;;13231;2317;7692;;;7840;;;;;;;;
3151;4321;;;;;13234;2318;7694;;;7844;;;;;;;;
3152;4326;;;;;13237;2320;7695;;;7845;;;;;;;;
3153;4327;;;;;13239;2321;7699;;;7852;;;;;;;;
3156;4333;;;;;13240;2322;7700;;;7863;;;;;;;;
3160;4338;;;;;13241;2323;7703;;;7865;;;;;;;;
3161;4342;;;;;13242;2324;7709;;;7867;;;;;;;;
3163;4343;;;;;13243;2325;7710;;;7869;;;;;;;;
3164;4349;;;;;13244;2328;7714;;;7873;;;;;;;;
3165;4350;;;;;13245;2329;7715;;;7874;;;;;;;;
3171;4354;;;;;13246;2330;7718;;;7882;;;;;;;;
3172;4355;;;;;13248;2331;7721;;;7883;;;;;;;;
3174;4356;;;;;13249;2332;7723;;;7884;;;;;;;;
3175;4357;;;;;13250;2333;7724;;;7885;;;;;;;;
3176;4358;;;;;13252;2334;7729;;;7886;;;;;;;;
3178;4359;;;;;13254;2335;7730;;;7887;;;;;;;;
3179;4360;;;;;13255;2336;7731;;;7888;;;;;;;;
3180;4365;;;;;13256;2337;7732;;;7891;;;;;;;;
3181;4366;;;;;13257;2338;7736;;;7901;;;;;;;;
3182;4367;;;;;13260;2339;7738;;;7902;;;;;;;;
3183;4368;;;;;13261;2340;7739;;;7903;;;;;;;;
3186;4375;;;;;13262;2341;7740;;;7906;;;;;;;;
3187;4376;;;;;13263;2342;7742;;;7915;;;;;;;;
3188;4377;;;;;13268;2343;7743;;;7916;;;;;;;;
3189;4378;;;;;13271;2344;7751;;;7920;;;;;;;;
